Month,Harmonised System Code,Harmonised System Description,Unit Qty,Country,Imports ($NZD vfd),Imports ($NZD cif),Imports Qty,Status,
202001,8703100000,"Vehicles; specially designed for travelling on snow, golf cars and similar vehicles",NMB,"China, People's Republic of","3,438","3,474",1,Final,
202001,8703100000,"Vehicles; specially designed for travelling on snow, golf cars and similar vehicles",NMB,Japan,"68,475","73,811",3,Final,
202001,8703100000,"Vehicles; specially designed for travelling on snow, golf cars and similar vehicles",NMB,United States of America,"503,708","526,015",54,Final,
202001,8703211910,"Vehicles; with only spark-ignition internal combustion reciprocating piston engine, cylinder capacity not over 1000cc, four-wheeled farm-bike vehicles",NMB,Japan,"201,464","208,320",18,Final,
202001,8703211910,"Vehicles; with only spark-ignition internal combustion reciprocating piston engine, cylinder capacity not over 1000cc, four-wheeled farm-bike vehicles",NMB,Mexico,"763,939","791,531",92,Final,
202001,8703211910,"Vehicles; with only spark-ignition internal combustion reciprocating piston engine, cylinder capacity not over 1000cc, four-wheeled farm-bike vehicles",NMB,Taiwan,"13,254","13,609",5,Final,
202001,8703211910,"Vehicles; with only spark-ignition internal combustion reciprocating piston engine, cylinder capacity not over 1000cc, four-wheeled farm-bike vehicles",NMB,United States of America,"867,792","915,222",91,Final,
202001,8703211915,"Vehicles; with only spark-ignition internal combustion reciprocating piston engine, cylinder capacity not over 1000cc, new motor cars, assembled",NMB,"China, People's Republic of","46,163","48,780",30,Final,
202001,8703211915,"Vehicles; with only spark-ignition internal combustion reciprocating piston engine, cylinder capacity not over 1000cc, new motor cars, assembled",NMB,Spain,"319,288","339,478",12,Final,
202001,8703211915,"Vehicles; with only spark-ignition internal combustion reciprocating piston engine, cylinder capacity not over 1000cc, new motor cars, assembled",NMB,India,"682,340","726,312",41,Final,
202001,8703211915,"Vehicles; with only spark-ignition internal combustion reciprocating piston engine, cylinder capacity not over 1000cc, new motor cars, assembled",NMB,Japan,"584,676","609,382",36,Final,
202001,8703211915,"Vehicles; with only spark-ignition internal combustion reciprocating piston engine, cylinder capacity not over 1000cc, new motor cars, assembled",NMB,Thailand,"53,325","57,186",5,Final,
202001,8703211915,"Vehicles; with only spark-ignition internal combustion reciprocating piston engine, cylinder capacity not over 1000cc, new motor cars, assembled",NMB,South Africa,"326,570","334,507",16,Final,
202001,8703211917,"Vehicles; with only spark-ignition internal combustion reciprocating piston engine, cylinder capacity not over 1000cc, used motor cars",NMB,Germany,"14,873","16,028",2,Final,
202001,8703211917,"Vehicles; with only spark-ignition internal combustion reciprocating piston engine, cylinder capacity not over 1000cc, used motor cars",NMB,United Kingdom,"10,102","11,898",1,Final,
202001,8703211917,"Vehicles; with only spark-ignition internal combustion reciprocating piston engine, cylinder capacity not over 1000cc, used motor cars",NMB,Japan,"28,897","39,947",11,Final,
202001,8703211917,"Vehicles; with only spark-ignition internal combustion reciprocating piston engine, cylinder capacity not over 1000cc, used motor cars",NMB,United States of America,"6,615","7,715",1,Final,
202001,8703211919,"Vehicles; with only spark-ignition internal combustion reciprocating piston engine, cylinder capacity not over 1000cc, n.e.c. in heading no 8702 or 8703",NMB,"China, People's Republic of","56,135","61,274",10,Final,
202001,8703211919,"Vehicles; with only spark-ignition internal combustion reciprocating piston engine, cylinder capacity not over 1000cc, n.e.c. in heading no 8702 or 8703",NMB,United Kingdom,"10,204","10,855",10,Final,
202001,8703211919,"Vehicles; with only spark-ignition internal combustion reciprocating piston engine, cylinder capacity not over 1000cc, n.e.c. in heading no 8702 or 8703",NMB,Mexico,"826,256","876,216",65,Final,
202001,8703211919,"Vehicles; with only spark-ignition internal combustion reciprocating piston engine, cylinder capacity not over 1000cc, n.e.c. in heading no 8702 or 8703",NMB,United States of America,"309,243","317,107",18,Final,
202001,8703221915,"Vehicles; with only spark-ignition internal combustion reciprocating piston engine, cylinder capacity over 1000 but not over 1500cc, new motor cars, assembled",NMB,Belgium,"3,342,542","3,463,326",140,Final,
202001,8703221915,"Vehicles; with only spark-ignition internal combustion reciprocating piston engine, cylinder capacity over 1000 but not over 1500cc, new motor cars, assembled",NMB,"China, People's Republic of","2,068,047","2,190,405",145,Final,
202001,8703221915,"Vehicles; with only spark-ignition internal combustion reciprocating piston engine, cylinder capacity over 1000 but not over 1500cc, new motor cars, assembled",NMB,Czechia,"608,088","609,609",25,Final,
202001,8703221915,"Vehicles; with only spark-ignition internal combustion reciprocating piston engine, cylinder capacity over 1000 but not over 1500cc, new motor cars, assembled",NMB,Germany,"3,807,233","3,934,542",145,Final,
202001,8703221915,"Vehicles; with only spark-ignition internal combustion reciprocating piston engine, cylinder capacity over 1000 but not over 1500cc, new motor cars, assembled",NMB,Spain,"1,442,973","1,515,269",54,Final,
